Approved Symbol	Approved Name	Aliases	Entrez Gene ID (mapped data supplied by NCBI)	Ensembl ID (mapped data supplied by Ensembl)
OR5BR1P	olfactory receptor, family 5, subfamily BR, member 1 pseudogene		81201	ENSG00000255386
CHCHD4	coiled-coil-helix-coiled-coil-helix domain containing 4	FLJ31709, TIMM40, MIA40	131474	ENSG00000163528
GTF2E1	general transcription factor IIE, polypeptide 1, alpha 56kDa	TFIIE-A, FE	2960	ENSG00000153767
OR7D2	olfactory receptor, family 7, subfamily D, member 2	OR19-4, HTPCRH03, FLJ38149	162998	ENSG00000188000
SERINC2	serine incorporator 2	FKSG84, PRO0899, TDE2	347735	ENSG00000168528
MMD	monocyte to macrophage differentiation-associated	MMA, PAQR11	23531	ENSG00000108960
CYB561D1	cytochrome b-561 domain containing 1	FLJ39035, FLJ44753	284613	ENSG00000174151
ADRA2C	adrenergic, alpha-2C-, receptor	ADRARL2	152	ENSG00000184160
MRX7	mental retardation, X-linked 7		4371	
SNORD100	small nucleolar RNA, C/D box 100	HBII-429	594838	ENSG00000221500
GLRXP3	glutaredoxin (thioltransferase) pseudogene 3		100132510	ENSG00000118990
DHDH	dihydrodiol dehydrogenase (dimeric)	HUM2DD	27294	ENSG00000104808
ZNF885P	zinc finger protein 885, pseudogene		100419734	ENSG00000228764
TAGLN	transgelin	SM22, WS3-10, TAGLN1, SMCC, DKFZp686P11128	6876	ENSG00000149591
RPL15P5	ribosomal protein L15 pseudogene 5		100127993	
NAP1L2	nucleosome assembly protein 1-like 2	BPX, MGC26243	4674	ENSG00000186462
TRNAT20	transfer RNA threonine 20 (anticodon UGU)		100189419	
TAAR8	trace amine associated receptor 8	TA5, TAR5	83551	ENSG00000146385
ARHGAP15	Rho GTPase activating protein 15	BM046	55843	ENSG00000075884
MIR143	microRNA 143	hsa-mir-143	406935	ENSG00000208035
CD53	CD53 molecule	TSPAN25	963	ENSG00000143119
MIR208A	microRNA 208a	hsa-mir-208, hsa-mir-208a	406990	ENSG00000199157
ZNF77	zinc finger protein 77	pT1	58492	ENSG00000175691
ZDHHC11	zinc finger, DHHC-type containing 11	ZNF399, FLJ13153	79844	ENSG00000188818
HARS2	histidyl-tRNA synthetase 2, mitochondrial (putative)	HO3, HARSR	23438	ENSG00000112855
ART5	ADP-ribosyltransferase 5		116969	ENSG00000167311
OBFC2A	oligonucleotide/oligosaccharide-binding fold containing 2A	FLJ22833, DKFZp667M1322, FLJ13624, MGC111163	64859	ENSG00000173559
TOB2	transducer of ERBB2, 2	TOBL, TOB4, bK223H9	10766	ENSG00000183864
BLZF1	basic leucine zipper nuclear factor 1	JEM-1	8548	ENSG00000117475
C1QL1	complement component 1, q subcomponent-like 1	CRF, C1QRF, C1QTNF14	10882	ENSG00000131094
PLRG1	pleiotropic regulator 1	PRL1, Prp46, PRPF46	5356	ENSG00000171566
NAA20	N(alpha)-acetyltransferase 20, NatB catalytic subunit	dJ1002M8.1, NAT3	51126	ENSG00000173418
MYP5	myopia 5 (high grade, autosomal dominant)		404682	
ARID4B	AT rich interactive domain 4B (RBP1-like)	BCAA, BRCAA1, SAP180	51742	ENSG00000054267
IL20	interleukin 20	ZCYTO10, IL10D, IL-20	50604	ENSG00000162891
GABARAPL1	GABA(A) receptor-associated protein like 1	gec1, APG8L, ATG8L, ATG8B	23710	ENSG00000139112
NT5CP3	5',3'-nucleotidase, cytosolic pseudogene 3		100420457	
DHX8	DEAH (Asp-Glu-Ala-His) box polypeptide 8	HRH1, PRP22, PRPF22	1659	ENSG00000067596
MIR548G	microRNA 548g	hsa-mir-548g	100313938	ENSG00000221369
POU3F3	POU class 3 homeobox 3	BRN1, OTF8	5455	ENSG00000198914
RPS15P9	ribosomal protein S15 pseudogene 9		401895	
RPLP1P8	ribosomal protein, large, P1 pseudogene 8		100128745	
IL19	interleukin 19	IL-19, MDA1, ZMDA1, IL-10C, NG.1	29949	ENSG00000142224
SLFN12	schlafen family member 12	FLJ10260	55106	ENSG00000172123
F2R	coagulation factor II (thrombin) receptor	TR, CF2R, PAR1, PAR-1	2149	ENSG00000181104
HAT1	histone acetyltransferase 1	KAT1	8520	ENSG00000128708
RPSAP60	ribosomal protein SA pseudogene 60		100271149	
CDK2AP1	cyclin-dependent kinase 2 associated protein 1	DORC1, doc-1, DOC1, ST19, p12DOC-1	8099	ENSG00000111328
TXNDC5	thioredoxin domain containing 5 (endoplasmic reticulum)	MGC3178, FLJ21353, FLJ90810, EndoPDI, Hcc-2, ERp46, PDIA15	81567	ENSG00000239264
TTTY9B	testis-specific transcript, Y-linked 9B (non-protein coding)	NCRNA00132	425057	ENSG00000131007
IMPDH1P8	IMP (inosine monophosphate) dehydrogenase 1 pseudogene 8		131961	
COL5A3	collagen, type V, alpha 3		50509	ENSG00000080573
TRNAR20	transfer RNA arginine 20 (anticodon CCU)		100189181	
SYDE1	synapse defective 1, Rho GTPase, homolog 1 (C. elegans)	7h3, FLJ13511	85360	ENSG00000105137
COQ3	coenzyme Q3 homolog, methyltransferase (S. cerevisiae)	bA9819.1	51805	ENSG00000132423
GOLGA8DP	golgin A8 family, member D, pseudogene		100132979	ENSG00000181984
MTRR	5-methyltetrahydrofolate-homocysteine methyltransferase reductase	cblE	4552	ENSG00000124275
GLT6D1	glycosyltransferase 6 domain containing 1		360203	ENSG00000204007
CROCCP2	ciliary rootlet coiled-coil, rootletin pseudogene 2	MGC12760	84809	ENSG00000215908
CSPG4	chondroitin sulfate proteoglycan 4	MCSPG, MEL-CSPG, MSK16, NG2, MCSP, HMW-MAA	1464	ENSG00000173546
LOH12CR2	loss of heterozygosity, 12, chromosomal region 2	LOH2CR12	503693	
MT-CYB	mitochondrially encoded cytochrome b	COB, CYTB, UQCR3	4519	ENSG00000198727
OR10J8P	olfactory receptor, family 10, subfamily J, member 8 pseudogene		343409	ENSG00000251686
CKLF-CMTM1	CKLF-CMTM1 readthrough		100529251	ENSG00000254788
SFTA3	surfactant associated 3		253970	ENSG00000229415
MIR4462	microRNA 4462	hsa-mir-4462	100616413	
ESM1	endothelial cell-specific molecule 1		11082	ENSG00000164283
RN5S2@	RNA, 5S cluster 2		6026	
MYL6P3	myosin, light chain 6 pseudogene 3		100129561	ENSG00000227173
RPS24P13	ribosomal protein S24 pseudogene 13		100216338	
FDPSP1	farnesyl diphosphate synthase pseudogene 1		343332	ENSG00000225462
SNORD115-2	small nucleolar RNA, C/D box 115-2	HBII-52-2	100033437	ENSG00000199712
IL9R	interleukin 9 receptor	CD129	3581	ENSG00000124334
MRT23	mental retardation, non-syndromic, autosomal recessive, 23			
HMGB1P28	high mobility group box 1 pseudogene 28		100133310	ENSG00000249745
IGKV2OR2-2	immunoglobulin kappa variable 2/OR2-2 (pseudogene)	IGKV2/OR2-2	28859	
PCDHB11	protocadherin beta 11	PCDH-BETA11, ME2	56125	ENSG00000197479
TRAPPC3	trafficking protein particle complex 3	BET3	27095	ENSG00000054116
TRPC6P	transient receptor potential cation channel, subfamily C, member 6 pseudogene	TRPC6L	644218	ENSG00000223484
KCNS3	potassium voltage-gated channel, delayed-rectifier, subfamily S, member 3	Kv9.3	3790	ENSG00000170745
SPON2	spondin 2, extracellular matrix protein	DIL1	10417	ENSG00000159674
ASB15	ankyrin repeat and SOCS box containing 15	FLJ43370	142685	ENSG00000146809
KYNUP1	kynureninase pseudogene 1		729321	ENSG00000242495
LILRA3	leukocyte immunoglobulin-like receptor, subfamily A (without TM domain), member 3	LIR-4, HM43, ILT6, HM31, LIR4, CD85e	11026	ENSG00000170866
AMDHD1	amidohydrolase domain containing 1	MGC35366	144193	ENSG00000139344
CHIC1	cysteine-rich hydrophobic domain 1	BRX	53344	ENSG00000204116
CHD1L	chromodomain helicase DNA binding protein 1-like	ALC1	9557	ENSG00000131778
TRNAD18	transfer RNA aspartic acid 18 (anticodon GUC)		100189412	
CALM2	calmodulin 2 (phosphorylase kinase, delta)	PHKD, CAMII	805	ENSG00000143933
PSEN1	presenilin 1	FAD, S182, PS1	5663	ENSG00000080815
HMGB1P36	high mobility group box 1 pseudogene 36		100419968	ENSG00000243873
TRNAY17P	transfer RNA tyrosine 17 (anticodon GUA) pseudogene		100189507	
RHBDF2	rhomboid 5 homolog 2 (Drosophila)	FLJ22341, RHBDL5	79651	ENSG00000129667
FKBP11	FK506 binding protein 11, 19 kDa	FKBP19	51303	ENSG00000134285
SETDB2	SET domain, bifurcated 2	CLLD8, CLLL8, KMT1F	83852	ENSG00000136169
CCDC29	coiled-coil domain containing 29	OTTHUMG00000066854	728788	
TOX	thymocyte selection-associated high mobility group box	KIAA0808, TOX1	9760	ENSG00000198846
DUSP21	dual specificity phosphatase 21		63904	ENSG00000189037
OR7L1P	olfactory receptor, family 7, subfamily L, member 1 pseudogene		79499	
GOLGA6L3	golgin A6 family-like 3		100133220	
MIR620	microRNA 620	hsa-mir-620	693205	ENSG00000207967
HPV18I1	human papilloma virus (type 18) integration site 1		3260	
CCNL1	cyclin L1	ania-6a	57018	ENSG00000163660
ARAP1-AS2	ARAP1 antisense RNA 2 (non-protein coding)		100506020	ENSG00000245148
KCNQ3	potassium voltage-gated channel, KQT-like subfamily, member 3	Kv7.3	3786	ENSG00000184156
RWDD4P2	RWD domain containing 4 pseudogene 2		647009	ENSG00000175741
SLA2	Src-like-adaptor 2	FLJ21992, SLAP-2	84174	ENSG00000101082
PHOX2B	paired-like homeobox 2b	Phox2b, NBPhox	8929	ENSG00000109132
CYCSP1	cytochrome c, somatic pseudogene 1	HC5, HCP36	122950	
TRNAM1	transfer RNA methionine 1 (anticodon CAU)		7210	
RPL9	ribosomal protein L9	L9	6133	ENSG00000163682
HNRPLL	heterogeneous nuclear ribonucleoprotein L-like		92906	ENSG00000143889
GALM	galactose mutarotase (aldose 1-epimerase)		130589	ENSG00000143891
BRD4	bromodomain containing 4	HUNKI, MCAP, CAP, HUNK1	23476	ENSG00000141867
IARS2	isoleucyl-tRNA synthetase 2, mitochondrial	FLJ10326	55699	ENSG00000067704
EIF1AX-AS1	EIF1AX antisense RNA 1 (non-protein coding)			
EBR3	epidermolysis bullosa 3, progressiva	ULG4	1884	
PRIM1	primase, DNA, polypeptide 1 (49kDa)		5557	ENSG00000198056
RPL36AP46	ribosomal protein L36a pseudogene 46		729621	
UBE2E3	ubiquitin-conjugating enzyme E2E 3	UbcH9	10477	ENSG00000170035
KIAA2022	KIAA2022		340533	ENSG00000050030
LINC00341	long intergenic non-protein coding RNA 341		79686	ENSG00000229645
MIR380	microRNA 380	hsa-mir-380	494329	ENSG00000198982
IGLJ1	immunoglobulin lambda joining 1		28833	ENSG00000211674
ZBTB7C	zinc finger and BTB domain containing 7C	ZNF857C	201501	ENSG00000184828
EFEMP2	EGF containing fibulin-like extracellular matrix protein 2	FBLN4, UPH1	30008	ENSG00000172638
OR10A2	olfactory receptor, family 10, subfamily A, member 2	OST363	341276	ENSG00000170790
C22orf34	chromosome 22 open reading frame 34		348645	ENSG00000188511
RNU6-48	RNA, U6 small nuclear 48			
IBD3	inflammatory bowel disease 3		30829	
WNK2	WNK lysine deficient protein kinase 2	NY-CO-43, KIAA1760	65268	ENSG00000165238
CHST9-AS1	CHST9 antisense RNA 1 (non-protein coding)	FLJ30507	147429	ENSG00000236721
B2M	beta-2-microglobulin		567	ENSG00000166710
PURB	purine-rich element binding protein B	PURBETA	5814	ENSG00000146676
RPS29P22	ribosomal protein S29 pseudogene 22		100271384	
EPC1	enhancer of polycomb homolog 1 (Drosophila)	Epl1	80314	ENSG00000120616
ASPHD1	aspartate beta-hydroxylase domain containing 1		253982	ENSG00000174939
PYDC2	pyrin domain containing 2	POP2	152138	ENSG00000253548
DOCK1	dedicator of cytokinesis 1	DOCK180, ced5	1793	ENSG00000150760
SCARNA15	small Cajal body-specific RNA 15	ACA45	677778	ENSG00000252690
VN1R40P	vomeronasal 1 receptor 40 pseudogene		100312792	ENSG00000223845
IGKV2-4	immunoglobulin kappa variable 2-4 (pseudogene)		28929	ENSG00000253435
IRGC	immunity-related GTPase family, cinema	Iigp5, CINEMA	56269	ENSG00000124449
FTH1P22	ferritin, heavy polypeptide 1 pseudogene 22		100462772	ENSG00000225079
IFNA5	interferon, alpha 5	IFN-alphaG	3442	ENSG00000147873
HMGN2P30	high mobility group nucleosomal binding domain 2 pseudogene 30		100131183	ENSG00000213721
RBMY1J	RNA binding motif protein, Y-linked, family 1, member J		378951	ENSG00000226941
ZNF385A	zinc finger protein 385A	DKFZp586G1122, Hzf, ZFP385	25946	ENSG00000161642
VRK3	vaccinia related kinase 3		51231	ENSG00000105053
POU4F3	POU class 4 homeobox 3	BRN3C	5459	ENSG00000091010
VPREB1	pre-B lymphocyte 1	VpreB, CD179A	7441	ENSG00000169575
ZNF747	zinc finger protein 747	MGC2474	65988	ENSG00000169955
FTL	ferritin, light polypeptide	MGC71996	2512	ENSG00000087086
MED15P1	mediator complex subunit 15 pseudogene 1		326615	
FAM195A	family with sequence similarity 195, member A	MGC15416	84331	ENSG00000172366
MED4-AS1	MED4 antisense RNA 1 (non-protein coding)			ENSG00000229111
ARHGAP21	Rho GTPase activating protein 21	KIAA1424, ARHGAP10	57584	ENSG00000107863
MIPOL1	mirror-image polydactyly 1		145282	ENSG00000151338
RNU6-24	RNA, U6 small nuclear 24			
JMJD1C	jumonji domain containing 1C	DKFZp761F0118, KIAA1380, FLJ14374	221037	ENSG00000171988
RPS3AP19	ribosomal protein S3a pseudogene 19		728700	
ZNF223	zinc finger protein 223		7766	ENSG00000178386
TBL3	transducin (beta)-like 3	SAZD, UTP13	10607	ENSG00000183751
SNX30	sorting nexin family member 30	ATG24A	401548	ENSG00000148158
DEPTOR	DEP domain containing MTOR-interacting protein	DEP.6, FLJ12428	64798	ENSG00000155792
ZNF691	zinc finger protein 691	Zfp691	51058	ENSG00000164011
DPP8	dipeptidyl-peptidase 8	DP8, DPRP1, MSTP141, FLJ14920, FLJ20283, MGC26191	54878	ENSG00000074603
RN5S157	RNA, 5S ribosomal 157			
MIR4486	microRNA 4486	hsa-mir-4486	100616118	
IGLC4	immunoglobulin lambda constant 4 (pseudogene)		3540	ENSG00000254029
TAGLN3	transgelin 3	NP25, NP22	29114	ENSG00000144834
TBPL2	TATA box binding protein like 2	TRF3, TBP2	387332	ENSG00000182521
ASMTL	acetylserotonin O-methyltransferase-like		8623	ENSG00000169093
TRNAP12	transfer RNA proline 12 (anticodon CGG)		100189221	
TM4SF1	transmembrane 4 L six family member 1	L6	4071	ENSG00000169908
KCP	kielin/chordin-like protein	FLJ33365, NET67	375616	ENSG00000135253
MIR4288	microRNA 4288	hsa-mir-4288	100422903	
TECR	trans-2,3-enoyl-CoA reductase	TER	9524	ENSG00000099797
ENPP1	ectonucleotide pyrophosphatase/phosphodiesterase 1	PC-1, PCA1	5167	ENSG00000197594
RNU6-80	RNA, U6 small nuclear 80			
SNORD12B	small nucleolar RNA, C/D box 12B		100113393	ENSG00000222365
LINC00411	long intergenic non-protein coding RNA 411			
MAGEB6	melanoma antigen family B, 6	FLJ40242, MAGE-B6, MAGEB6A, CT3.4	158809	ENSG00000176746
IGHJ1	immunoglobulin heavy joining 1		28483	ENSG00000211905
NEMF	nuclear export mediator factor	NY-CO-1, FLJ10051	9147	ENSG00000165525
PPFIBP1	PTPRF interacting protein, binding protein 1 (liprin beta 1)	L2, hSGT2, hSgt2p, SGT2	8496	ENSG00000110841
CNTD1	cyclin N-terminal domain containing 1	FLJ40137	124817	ENSG00000176563
CETN3	centrin, EF-hand protein, 3	CEN3	1070	ENSG00000153140
CYCSP45	cytochrome c, somatic pseudogene 45	HCP45	352852	
LAS1L	LAS1-like (S. cerevisiae)	FLJ12525	81887	ENSG00000001497
RNF187	ring finger protein 187		149603	ENSG00000168159
MBP	myelin basic protein		4155	ENSG00000197971
PCK2	phosphoenolpyruvate carboxykinase 2 (mitochondrial)	PEPCK, PEPCK2	5106	ENSG00000100889
GAPDHP23	glyceraldehyde 3 phosphate dehydrogenase pseudogene 23		391075	ENSG00000235595
PCOLCE	procollagen C-endopeptidase enhancer	PCPE, PCPE1	5118	ENSG00000106333
MIR4476	microRNA 4476	hsa-mir-4476	100616456	
UPK2	uroplakin 2	UP2, UPII, MGC138598	7379	ENSG00000110375
FANCM	Fanconi anemia, complementation group M	FAAP250	57697	ENSG00000187790
R3HDM2	R3H domain containing 2	KIAA1002	22864	ENSG00000179912
BRSK2	BR serine/threonine kinase 2	PEN11B	9024	ENSG00000174672
OR14A2	olfactory receptor, family 14, subfamily A, member 2		388761	ENSG00000241128
RPL35P3	ribosomal protein L35 pseudogene 3		728010	ENSG00000219902
RPL23P11	ribosomal protein L23 pseudogene 11		100271297	
IGKV3-31	immunoglobulin kappa variable 3-31 (pseudogene)		28910	ENSG00000253158
FAM201C	family with sequence similarity 201, member C		100132230	
MYOM1	myomesin 1, 185kDa		8736	ENSG00000101605
PRDM11	PR domain containing 11	PFM8	56981	ENSG00000019485
EAF1	ELL associated factor 1		85403	ENSG00000144597
TBC1D20	TBC1 domain family, member 20	dJ852M4.2	128637	ENSG00000125875
ZNF498	zinc finger protein 498	FLJ32468	221785	ENSG00000197037
RSPH10B2	radial spoke head 10 homolog B2 (Chlamydomonas)		728194	ENSG00000169402
NDRG2	NDRG family member 2	KIAA1248, SYLD	57447	ENSG00000165795
FBXO47	F-box protein 47		494188	ENSG00000204952
MIR4487	microRNA 4487	hsa-mir-4487	100616222	
LDHBP1	lactate dehydrogenase B pseudogene 1		100289475	ENSG00000232662
AVL9	AVL9 homolog (S. cerevisiase)		23080	ENSG00000105778
OR7E33P	olfactory receptor, family 7, subfamily E, member 33 pseudogene	hg688	26640	ENSG00000226537
RPS15P2	ribosomal protein S15 pseudogene 2		100271066	
VN2R3P	vomeronasal 2 receptor 3 pseudogene		100033392	ENSG00000234680
RENBP	renin binding protein	RNBP, RBP	5973	ENSG00000102032
C1orf143	chromosome 1 open reading frame 143		440714	ENSG00000228208
RPS6P14	ribosomal protein S6 pseudogene 14		100131396	
MYLK4	myosin light chain kinase family, member 4	SgK085	340156	ENSG00000145949
CA12	carbonic anhydrase XII	HsT18816	771	ENSG00000074410
NANOGP5	Nanog homeobox pseudogene 5		414133	
EFHC1	EF-hand domain (C-terminal) containing 1		114327	ENSG00000096093
UQCRHP4	ubiquinol-cytochrome c reductase hinge protein pseudogene 4		100128448	ENSG00000242728
VSTM2B	V-set and transmembrane domain containing 2B		342865	ENSG00000187135
ATP8B4	ATPase, class I, type 8B, member 4	ATPIM, KIAA1939	79895	ENSG00000104043
LIPK	lipase, family member K	bA186O14.2	643414	ENSG00000204021
MFAP5	microfibrillar associated protein 5	MAGP2, MP25	8076	ENSG00000197614
RNU7-34P	RNA, U7 small nuclear 34 pseudogene	U7.34	100147821	ENSG00000238904
LDLRAD2	low density lipoprotein receptor class A domain containing 2		401944	ENSG00000187942
EFCAB5	EF-hand calcium binding domain 5	FLJ46247	374786	ENSG00000176927
CRYGFP	crystallin, gamma F pseudogene	p1	1423	
ACTBP11	actin, beta pseudogene 11		644220	ENSG00000188460
RPAIN	RPA interacting protein	MGC4189, RIP, hRIP	84268	ENSG00000129197
FAM90A18	family with sequence similarity 90, member A18		441326	ENSG00000231656
MFI2	antigen p97 (melanoma associated) identified by monoclonal antibodies 133.2 and 96.5	CD228, FLJ38863, MAP97, MGC4856, MTF1	4241	ENSG00000163975
MIR4260	microRNA 4260	hsa-mir-4260	100422894	
BCL7B	B-cell CLL/lymphoma 7B		9275	ENSG00000106635
C20orf54	chromosome 20 open reading frame 54	bA371L19.1, hRFT2	113278	ENSG00000101276
GALNT8	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 8 (GalNAc-T8)	GALNAC-T8	26290	ENSG00000130035
SDPR	serum deprivation response	SDR, PS-p68, cavin-2, CAVIN2	8436	ENSG00000168497
VMD1	vitelliform macular dystrophy, atypical		7438	
TAS1R3	taste receptor, type 1, member 3	T1R3	83756	ENSG00000169962
TBC1D3P3	TBC1 domain family, member 3 pseudogene 3		653017	
CICP2	capicua homolog (Drosophila) pseudogene 2		360016	ENSG00000233740
MIR3912	microRNA 3912	hsa-mir-3912	100500831	
ADAM8	ADAM metallopeptidase domain 8	CD156, MS2	101	ENSG00000151651
TEX101	testis expressed 101	MGC4766, SGRG, CT131	83639	ENSG00000131126
EHMT1	euchromatic histone-lysine N-methyltransferase 1	Eu-HMTase1, FLJ12879, KIAA1876, bA188C12.1, KMT1D	79813	ENSG00000181090
FTH1P3	ferritin, heavy polypeptide 1 pseudogene 3		2498	ENSG00000213453
TMEM69	transmembrane protein 69	FLJ21029	51249	ENSG00000159596
GPR116P1	G protein-coupled receptor 116 pseudogene 1		723785	
RNF6	ring finger protein (C3H2C3 type) 6	DKFZp686P0776	6049	ENSG00000127870
TOP1	topoisomerase (DNA) I		7150	ENSG00000198900
SLCO4C1	solute carrier organic anion transporter family, member 4C1	SLC21A20, OATP4C1, OATPX, OATP-H	353189	ENSG00000173930
MYO1H	myosin IH	FLJ37587	283446	ENSG00000174527
CC2D2A	coiled-coil and C2 domain containing 2A	KIAA1345, MKS6, JBTS9	57545	ENSG00000048342
CDCA5	cell division cycle associated 5		113130	ENSG00000146670
GABRR1	gamma-aminobutyric acid (GABA) receptor, rho 1		2569	ENSG00000146276
ARHGAP22	Rho GTPase activating protein 22	RhoGAP2	58504	ENSG00000128805
IFLTD1	intermediate filament tail domain containing 1	FLJ36004, Pas1c1	160492	ENSG00000152936
TFCP2L1	transcription factor CP2-like 1	LBP-9, CRTR1	29842	ENSG00000115112
CNPY2	canopy 2 homolog (zebrafish)	HP10390, ZSIG9, Cnpy2	10330	ENSG00000257727
B3GAT1	beta-1,3-glucuronyltransferase 1 (glucuronosyltransferase P)	GlcAT-P, HNK-1, NK-1	27087	ENSG00000109956
NETO1	neuropilin (NRP) and tolloid (TLL)-like 1	BTCL1, BCTL1	81832	ENSG00000166342
KRT25	keratin 25		147183	ENSG00000204897
SNORD113-1	small nucleolar RNA, C/D box 113-1	14q(I-1)	767561	ENSG00000202191
BCL2L11	BCL2-like 11 (apoptosis facilitator)	BOD, BimL, BimEL, BIM	10018	ENSG00000153094
BEX2	brain expressed X-linked 2	DJ79P11.1	84707	ENSG00000133134
ECSIT	ECSIT homolog (Drosophila)	SITPEC	51295	ENSG00000130159
NUCKS1	nuclear casein kinase and cyclin-dependent kinase substrate 1	NUCKS	64710	ENSG00000069275
TRNAN38	transfer RNA asparagine 38 (anticodon GUU)			
RN5S87	RNA, 5S ribosomal 87			
RDH5	retinol dehydrogenase 5 (11-cis/9-cis)	HSD17B9, SDR9C5	5959	ENSG00000135437
MAP2K7	mitogen-activated protein kinase kinase 7	MKK7, Jnkk2	5609	ENSG00000076984
CDY21P	chromodomain protein, Y-linked 21 pseudogene		386743	
PIK3C2B	phosphoinositide-3-kinase, class 2, beta polypeptide	C2-PI3K, PI3K-C2beta	5287	ENSG00000133056
IGHV3-6	immunoglobulin heavy variable 3-6 (pseudogene)		28453	ENSG00000253763
FAF1	Fas (TNFRSF6) associated factor 1	CGI-03, hFAF1, HFAF1s, UBXD12, UBXN3A	11124	ENSG00000185104
COG2	component of oligomeric golgi complex 2		22796	ENSG00000135775
PPIHP1	peptidylprolyl isomerase H (cyclophilin H) pseudogene 1		246731	ENSG00000230911
MIR338	microRNA 338	hsa-mir-338	442906	ENSG00000211563
